Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload
16442,Boundless Networks,Leeds,2018-05-06T11:42:03.652501,46.00858650765174,30.174,5723992.143410603,5919870.142641479
16442,Boundless Networks,Leeds,2018-05-06T12:42:03.598536,46.00858650765174,29.143,7563280.0088563915,5952176.231948997
16442,Boundless Networks,Leeds,2018-05-06T13:42:03.190936,46.00858650765174,25.783,5912023.064366697,5799470.797316591
16442,Boundless Networks,Leeds,2018-05-06T14:42:02.923973,46.00858650765174,25.275,6425499.412886394,5899413.922172449
16442,Boundless Networks,Leeds,2018-05-06T15:42:02.986540,46.00858650765174,52.602,4257139.945300102,5839486.2949974425
16442,Boundless Networks,Leeds,2018-05-06T16:42:03.049465,46.00858650765174,21.74,5261300.525256017,4341418.538306142
17449,razorblue,Leeds,2018-05-06T17:42:03.564024,46.00858650765174,41.169,5390603.3631306,6052958.885180728
4068,Bytemark Hosting,York,2018-05-06T18:42:03.321795,38.736579465504214,26.28,4094463.8219060125,5924208.0593546955
16442,Boundless Networks,Leeds,2018-05-06T19:42:04.283104,46.00858650765174,36.753,2976244.4623457324,4574624.00285335
16442,Boundless Networks,Leeds,2018-05-06T20:42:03.529908,46.00858650765174,36.758,5124286.105337481,5894507.05833399
16442,Boundless Networks,Leeds,2018-05-06T21:42:03.914630,46.00858650765174,28.481,6654995.459592899,6006100.081191016
17449,razorblue,Leeds,2018-05-06T22:42:03.133960,46.00858650765174,37.136,6342431.865039716,6058126.128652543
16442,Boundless Networks,Leeds,2018-05-06T23:42:03.180087,46.00858650765174,23.033,7787535.267127491,5958450.708086756
16442,Boundless Networks,Leeds,2018-05-07T00:42:03.285159,46.00858650765174,30.696,10445614.919217447,5793446.569293902
17449,razorblue,Leeds,2018-05-07T01:42:02.761191,46.00858650765174,33.659,6445835.344439097,4218298.012672491
17449,razorblue,Leeds,2018-05-07T02:42:03.142698,46.00858650765174,32.088,5820739.078058903,5204218.549705569
16442,Boundless Networks,Leeds,2018-05-07T03:42:03.657443,46.00858650765174,26.059,8998728.838362673,5925566.683764369
16442,Boundless Networks,Leeds,2018-05-07T04:42:03.288588,46.00858650765174,23.384,5679796.148182338,5856360.161915336
16442,Boundless Networks,Leeds,2018-05-07T05:42:03.117759,46.00858650765174,25.048,8312053.004186768,5869717.308975925
16442,Boundless Networks,Leeds,2018-05-07T06:42:02.933134,46.00858650765174,31.755,7493325.333402896,5830227.445798543
10580,aql,Leeds,2018-05-07T07:42:03.848403,46.00858650765174,170.871,1366145.3653360554,3879340.8319577836
16442,Boundless Networks,Leeds,2018-05-07T08:42:03.540285,46.00858650765174,25.904,6108838.210499455,5876848.126406042
16442,Boundless Networks,Leeds,2018-05-07T09:42:03.369322,46.00858650765174,26.159,7728324.045430084,6024893.681402041
16442,Boundless Networks,Leeds,2018-05-07T10:42:02.684524,46.00858650765174,27.014,5130724.052442954,5875963.4826166
16442,Boundless Networks,Leeds,2018-05-07T11:42:02.722257,46.00858650765174,32.191,6017013.208162007,5862110.752451092
16442,Boundless Networks,Leeds,2018-05-07T12:42:03.077960,46.00858650765174,26.063,8589978.021359457,5912306.852714334
16442,Boundless Networks,Leeds,2018-05-07T13:42:03.023622,46.00858650765174,32.172,6879766.047567237,5818313.602880532
16379,HostYourNet,Middlesbrough,2018-05-07T14:42:02.912046,42.11149321070705,29.83,5816451.743542304,3594267.9983020276
16442,Boundless Networks,Leeds,2018-05-07T15:42:03.336367,46.00858650765174,43.152,6327364.552879549,5775655.0506655155
16442,Boundless Networks,Leeds,2018-05-07T16:42:03.105005,46.00858650765174,26.089,5278723.886274578,5487890.8400252955
16442,Boundless Networks,Leeds,2018-05-07T17:42:02.911267,46.00858650765174,39.04,4023335.821999796,6045432.954048656
10580,aql,Leeds,2018-05-07T18:42:03.505725,46.00858650765174,43.011,3756334.615668248,4969374.658842374
4068,Bytemark Hosting,York,2018-05-07T19:42:03.577686,38.736579465504214,42.152,3961696.4984099274,6098026.882967547
4068,Bytemark Hosting,York,2018-05-07T20:42:02.839140,38.736579465504214,49.119,3727207.0725566363,5883680.092823478
16442,Boundless Networks,Leeds,2018-05-07T21:42:03.393484,46.00858650765174,32.609,7184885.512882058,4513771.716341245
16442,Boundless Networks,Leeds,2018-05-07T22:42:03.012145,46.00858650765174,41.697,3919068.068462925,5915918.99729934
16442,Boundless Networks,Leeds,2018-05-07T23:42:03.434313,46.00858650765174,25.024,7751157.149410595,6131234.770609966
16442,Boundless Networks,Leeds,2018-05-08T00:42:03.225652,46.00858650765174,25.476,8703861.472889682,5712884.053360543
16442,Boundless Networks,Leeds,2018-05-08T01:42:02.656726,46.00858650765174,25.899,5625714.227543132,6147569.419872238
17449,razorblue,Leeds,2018-05-08T02:42:03.299886,46.00858650765174,28.94,6974704.2598544,4307961.063041659
16442,Boundless Networks,Leeds,2018-05-08T03:42:02.900215,46.00858650765174,26.83,9034210.030030036,5897232.201446985
16442,Boundless Networks,Leeds,2018-05-08T04:42:03.651481,46.00858650765174,82.094,2385154.45495012,5982104.039044993
16379,HostYourNet,Middlesbrough,2018-05-08T05:42:03.992151,42.11149321070705,61.422,2177636.1002485645,5560836.821633261
16442,Boundless Networks,Leeds,2018-05-08T06:42:02.847947,46.00858650765174,43.996,4868096.94875612,5848709.739770873
17449,razorblue,Leeds,2018-05-08T07:42:03.630118,46.00858650765174,32.601,5287595.009821356,4438760.351656411
16442,Boundless Networks,Leeds,2018-05-08T08:42:03.799553,46.00858650765174,29.861,6484672.742136375,4663868.439600698
16442,Boundless Networks,Leeds,2018-05-08T09:42:03.055080,46.00858650765174,42.406,5867253.784141054,4884426.524897223
16442,Boundless Networks,Leeds,2018-05-08T10:42:02.841386,46.00858650765174,32.576,5871667.43670373,5864236.012748396
10580,aql,Leeds,2018-05-08T11:42:03.730362,46.00858650765174,33.449,6095107.682378402,5763431.674124479
4068,Bytemark Hosting,York,2018-05-08T12:42:02.969200,38.736579465504214,32.9,4529092.155014913,4638638.13199557
16442,Boundless Networks,Leeds,2018-05-08T13:42:03.274521,46.00858650765174,33.444,7412656.648962935,5749913.019775094
17449,razorblue,Leeds,2018-05-08T14:42:03.655627,46.00858650765174,35.379,4854212.465485932,4732803.595689985
16442,Boundless Networks,Leeds,2018-05-08T15:42:03.456363,46.00858650765174,33.371,6688027.905743923,4254315.957279261
10580,aql,Leeds,2018-05-08T16:42:03.160019,46.00858650765174,38.069,2954567.6601127735,5830553.550737707
16442,Boundless Networks,Leeds,2018-05-08T17:42:03.653970,46.00858650765174,40.267,7670072.237979105,4717072.021510165
16442,Boundless Networks,Leeds,2018-05-08T18:42:03.243324,46.00858650765174,30.51,5980347.6170559395,5222678.099532496
4068,Bytemark Hosting,York,2018-05-08T19:42:03.374909,38.736579465504214,43.635,3557390.9040866992,5971705.235000703
4068,Bytemark Hosting,York,2018-05-08T20:42:03.210275,38.736579465504214,45.548,4824215.617622643,5810199.395154109
17449,razorblue,Leeds,2018-05-08T21:42:03.270008,46.00858650765174,38.111,2965156.246227039,5288878.5505703045
16442,Boundless Networks,Leeds,2018-05-08T22:42:03.137203,46.00858650765174,29.638,8278224.583674252,6011219.619920304
16442,Boundless Networks,Leeds,2018-05-08T23:42:03.017203,46.00858650765174,27.023,6060024.745331817,5942075.795122042
16442,Boundless Networks,Leeds,2018-05-09T00:42:02.860246,46.00858650765174,25.589,7775714.8208360365,5185000.533505414
16442,Boundless Networks,Leeds,2018-05-09T01:42:02.667812,46.00858650765174,26.931,10998674.189690227,5956444.403280467
16442,Boundless Networks,Leeds,2018-05-09T02:42:03.827217,46.00858650765174,25.116,7886190.490815302,6073911.4013492875
16442,Boundless Networks,Leeds,2018-05-09T03:42:03.470285,46.00858650765174,28.208,6833448.153677344,5791947.502501677
16442,Boundless Networks,Leeds,2018-05-09T04:42:03.177705,46.00858650765174,28.561,9468663.636997461,5865977.548058454
16442,Boundless Networks,Leeds,2018-05-09T05:42:03.348798,46.00858650765174,28.212,7841783.777162687,5899284.281966262
16442,Boundless Networks,Leeds,2018-05-09T06:42:03.516929,46.00858650765174,26.419,7426516.177393728,5843885.310207761
16442,Boundless Networks,Leeds,2018-05-09T07:42:03.269589,46.00858650765174,30.467,6492016.031909219,5967082.789590673
17449,razorblue,Leeds,2018-05-09T08:42:03.308119,46.00858650765174,50.067,3184976.500997471,6136716.512514856
17449,razorblue,Leeds,2018-05-09T09:42:03.436056,46.00858650765174,31.121,6381753.305395475,5967387.09364671
16442,Boundless Networks,Leeds,2018-05-09T10:42:02.798816,46.00858650765174,27.335,7877100.803097431,6017938.42370609
16442,Boundless Networks,Leeds,2018-05-09T11:42:03.491333,46.00858650765174,30.565,5596709.636595486,5949348.043006606
16442,Boundless Networks,Leeds,2018-05-09T12:42:03.033165,46.00858650765174,28.16,9131800.803437492,5854320.425617106
16442,Boundless Networks,Leeds,2018-05-09T13:42:02.803346,46.00858650765174,24.671,7056765.461897304,4507333.015544818
16442,Boundless Networks,Leeds,2018-05-09T14:42:04.113881,46.00858650765174,26.063,6959244.085832376,6031897.584241473
16379,HostYourNet,Middlesbrough,2018-05-09T15:42:03.569150,42.11149321070705,60.026,2961806.5034664855,5857503.760444478
17449,razorblue,Leeds,2018-05-09T16:42:03.433429,46.00858650765174,41.32,5114379.840429955,5996115.170464887
16442,Boundless Networks,Leeds,2018-05-09T17:42:03.509447,46.00858650765174,36.204,5660026.578109827,5849937.223616302
16442,Boundless Networks,Leeds,2018-05-09T18:42:02.765598,46.00858650765174,37.592,6084716.588260773,4309538.488585246
4068,Bytemark Hosting,York,2018-05-09T19:42:03.159618,38.736579465504214,33.266,5316005.961658071,5937823.488476029
17449,razorblue,Leeds,2018-05-09T20:42:03.928406,46.00858650765174,49.876,4161004.438005793,4218984.891388167
16442,Boundless Networks,Leeds,2018-05-09T21:42:03.349908,46.00858650765174,29.106,3970334.193435613,5907093.607111501
17449,razorblue,Leeds,2018-05-09T22:42:03.401317,46.00858650765174,165.094,2173568.6178733227,4506940.782354092
16442,Boundless Networks,Leeds,2018-05-09T23:42:03.445473,46.00858650765174,25.042,10952264.485524012,5407038.626755396
16442,Boundless Networks,Leeds,2018-05-10T00:42:03.354384,46.00858650765174,23.957,6783346.625571651,5870303.118982013
16442,Boundless Networks,Leeds,2018-05-10T01:42:03.294103,46.00858650765174,27.138,6036748.260804988,6120793.806237555
16442,Boundless Networks,Leeds,2018-05-10T02:42:03.203243,46.00858650765174,25.69,10879499.495289486,5965961.10849817
16442,Boundless Networks,Leeds,2018-05-10T03:42:02.914471,46.00858650765174,24.554,7129189.587868658,5857334.738524774
16442,Boundless Networks,Leeds,2018-05-10T04:42:02.749907,46.00858650765174,24.425,10009938.874481782,5926133.5815381305
16442,Boundless Networks,Leeds,2018-05-10T05:42:03.304337,46.00858650765174,40.476,6782708.487069942,5914097.027029796
16442,Boundless Networks,Leeds,2018-05-10T06:42:02.826475,46.00858650765174,28.902,6167317.328083789,5935859.704264688
16442,Boundless Networks,Leeds,2018-05-10T07:42:03.472521,46.00858650765174,40.39,5494532.275922269,5841859.240574174
16442,Boundless Networks,Leeds,2018-05-10T08:42:03.929371,46.00858650765174,38.235,6446081.640167315,5939949.581706125
16442,Boundless Networks,Leeds,2018-05-10T09:42:03.051075,46.00858650765174,28.244,4888819.93466741,5933661.659888789
4068,Bytemark Hosting,York,2018-05-10T10:42:03.684012,38.736579465504214,32.995,4291845.347185106,4138933.34858894
16442,Boundless Networks,Leeds,2018-05-10T11:42:03.843344,46.00858650765174,28.963,3943467.8053345974,6050790.766784381
17449,razorblue,Leeds,2018-05-10T12:42:02.778161,46.00858650765174,42.357,3271521.823703315,5871858.791477613
